id,location_type,species,common_name,space_type,address,street,side,dbh,stems,height,space_length,space_width,overhead_utilities,hardscape,cultivar,date,notes,longitude,latitude,x,y
0,Street,Acer platanoides, ,Well/Pit,620,S HANOVER ST,Front,13,1,37, , ,None,None, ,"6/21/2020, 8:00 PM", ,-76.61590656,39.28141637,1421058.505011335,588309.3616905957
223859,Street,Liriodendron tulipifera,tuliptree,Open/Unrestricted,3500,FALLSTAFF ROAD,Side,44.1,1,97,>20,>20,None,None, ,"4/17/2017, 8:00 PM", ,-76.70212904,39.36593878,1396551.1888685971,619004.1759570092
223860,Street,Acer rubrum,"maple, red",Tree Lawn,7038,WALLIS AVE,Front,19.1,1,45,16,3,Both,None, ,"4/17/2017, 8:00 PM", ,-76.70473078,39.36808151,1395813.0712503344,619782.2521567494
223861,Street,Quercus alba,"oak, white",Open/Unrestricted,7005,WALLIS AVE,Front,29.5,1,50,>20,>20,Both,None, ,"4/17/2017, 8:00 PM", ,-76.70315722,39.36692997,1396259.3164208382,619364.2605386674
223862,Street,Acer platanoides,"maple, Norway",Open/Unrestricted,3505,SEVEN MILE LANE,Side,19.5,1,40,>20,>20,None,None, ,"4/17/2017, 8:00 PM", ,-76.70527616,39.36869252,1395658.1607990116,620004.308471173
223863,Street,Acer rubrum,"maple, red",Tree Lawn,3208,LABYRINTH ROAD,Side,15.5,1,40,>20,4,None,None, ,"4/18/2017, 8:00 PM", ,-76.70022584,39.3707731,1397083.5011241734,620766.7869330943
223869,Street,Acer rubrum,"maple, red",Tree Lawn,3208,LABYRINTH ROAD,Front,16.8,1,50,>20,5,None,None, ,"4/19/2017, 8:00 PM",DBH at 3,-76.70014075,39.37087009,1397107.442349255,620802.1933583319
223871,Street,Platanus occidentalis,"sycamore, American",Open/Unrestricted,3229,SHELBURNE ROAD,Side,27.6,1,70,>20,>20,None,None, ,"4/19/2017, 8:00 PM", ,-76.70282605,39.37141143,1396347.6328452528,620996.8891631663
223872,Street,Tilia tomentosa,"linden, silver",Tree Lawn,3205,NERAK ROAD,Front,10.6,1,28,>20,2,None,None, ,"4/19/2017, 8:00 PM", ,-76.70205567,39.37078168,1396566.1760433465,620768.2186887562
223875,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,7401,PARK HEIGHTS AVE,Side,11,1,22,>20,>20,None,None, ,"4/19/2017, 8:00 PM", ,-76.70813359,39.37136285,1394847.1971978396,620974.3547594249
223882,Street,Acer rubrum,"maple, red",Tree Lawn,3409,SHELBURNE ROAD,Front,7.8,1,35,>20,5,None,None, ,"4/19/2017, 8:00 PM",poor root system,-76.70629147,39.37152528,1395367.7903167605,621035.1879710853
223883,Street,Acer rubrum,"maple, red",Tree Lawn,3507,SHELBURNE ROAD,Front,19.6,1,50,>20,5,None,None, ,"4/19/2017, 8:00 PM",poor root system,-76.70742164,39.37078169,1395049.1505340934,620763.316795677
223884,Street,Tilia americana,"linden, American",Tree Lawn,3401,SHELBURNE ROAD,Front,10,1,30,>20,4,None,None, ,"4/19/2017, 8:00 PM", ,-76.7052999,39.37168701,1395647.9272236675,621095.0008435845
223897,Street,Tilia americana,"linden, American",Tree Lawn,3101,SHELBURNE ROAD,Side,23.5,1,40,>20,4,None,None, ,"4/18/2017, 8:00 PM", ,-76.69747217,39.37131127,1397861.3486498445,620965.3787275106
223915,Street,Acer saccharinum,"maple, silver",Tree Lawn,3223,SHELBURNE ROAD,Front,32.9,1,50,15,3,None,None, ,"4/19/2017, 8:00 PM",DBH at 2,-76.70222344,39.37159234,1396517.7814550847,621063.3404738456
223918,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,7401,PARK HEIGHTS AVE,Side,10.3,1,22,>20,>20,None,None, ,"4/19/2017, 8:00 PM", ,-76.70818817,39.37139709,1394831.725115925,620986.7756663412
223928,Street,Acer platanoides,"maple, Norway",Tree Lawn,3407,SHELBURNE ROAD,Front,18.5,1,45,>20,5,Both,None, ,"4/19/2017, 8:00 PM", ,-76.70613746,39.3715815,1395411.2662796676,621055.8070243448
223930,Street,Tilia americana,"linden, American",Tree Lawn,3401,SHELBURNE ROAD,Front,15,1,35,>20,4,Both,None, ,"4/19/2017, 8:00 PM", ,-76.70522052,39.37169106,1395670.3651709259,621096.545788005
223941,Street,Tilia americana,"linden, American",Tree Lawn,3102,SHELBURNE ROAD,Front,19.1,1,50,>20,3,None,None, ,"4/19/2017, 8:00 PM",girdling roots,-76.69779696,39.37175754,1397768.987942174,621127.6241379231
223942,Street,Tilia americana,"linden, American",Tree Lawn,3101,SHELBURNE ROAD,Side,23.7,1,80,>20,4,None,None, ,"4/18/2017, 8:00 PM", ,-76.69747217,39.37145403,1397861.1760780066,621017.3789515942
223943,Street,Cladrastis kentukea,yellowwood,Tree Lawn,3108,SHELBURNE ROAD,Front,1.3,1,8,>20,3,None,None, ,"4/19/2017, 8:00 PM", ,-76.69844876,39.37172961,1397584.753730595,621116.8423353434
223946,Street,Acer rubrum,"maple, red",Tree Lawn,3105,LABYRINTH ROAD,Front,18.5,1,50,>20,4,None,None, ,"4/19/2017, 8:00 PM", ,-76.70004137,39.3719798,1397134.210012257,621206.4874972552
223950,Street,Acer platanoides,"maple, Norway",Tree Lawn,3300,SHELBURNE ROAD,Front,9.6,1,25,>20,4,None,None, ,"4/19/2017, 8:00 PM", ,-76.70300196,39.37166297,1396297.6034177542,621088.348954007
223951,Street,Cercis canadensis,"redbud, eastern",Tree Lawn,3201,SEVEN MILE LANE,Front,1,1,7,>20,3,None,None, ,"4/19/2017, 8:00 PM", ,-76.70505693,39.37173573,1395716.5586480945,621112.967343092
223953,Street,Acer rubrum,"maple, red",Tree Lawn,3313,SHELBURNE ROAD,Front,1,1,6,15,4,None,None, ,"4/19/2017, 8:00 PM",DBH at 2,-76.70415811,39.37156018,1395970.8708035052,621049.8464063406
223955,Street,Acer rubrum,"maple, red",Tree Lawn,3205,LABYRINTH ROAD,Front,15.5,1,35,>20,4,None,None, ,"4/19/2017, 8:00 PM", ,-76.70002603,39.3712583,1397139.4104611725,620943.7012774199
223956,Street,Acer rubrum,"maple, red",Tree Lawn,3204,LABYRINTH ROAD,Front,20.6,1,50,>20,5,None,None, ,"4/19/2017, 8:00 PM", ,-76.70015469,39.37114937,1397103.1661110967,620903.906409502
223957,Street,Pyrus calleryana,"pear, callery",Tree Lawn,3217,SHELBURNE ROAD,Front,9,1,33,>20,3,None,None, ,"4/19/2017, 8:00 PM",DBH at 3,-76.70153431,39.37161136,1396712.5832308382,621070.9037789255
223959,Street,Pyrus calleryana,"pear, callery",Tree Lawn,3225,SHELBURNE ROAD,Front,12.8,1,33,15,3,None,None, ,"4/19/2017, 8:00 PM",DBH at 3.5,-76.70234086,39.37159075,1396484.5892642587,621062.6521550119
223962,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,7401,PARK HEIGHTS AVE,Side,9.2,1,20,>20,>20,None,None, ,"4/19/2017, 8:00 PM", ,-76.70824585,39.37145043,1394815.3570384234,621006.1539084166
223965,Street,Quercus alba,"oak, white",Open/Unrestricted,7229,PARK HEIGHTS AVE,Front,7.8,1,25,12,>20,Both,None, ,"4/19/2017, 8:00 PM", ,-76.70823071,39.36943244,1394821.9853060097,620271.1320845038
223971,Street,Tilia americana,"linden, American",Tree Lawn,3405,SHELBURNE ROAD,Front,17.8,1,40,>20,4,None,None, ,"4/19/2017, 8:00 PM", ,-76.70579449,39.37166749,1395508.12632218,621087.4398350865
223972,Street,Acer rubrum,"maple, red",Open/Unrestricted,3307,SEVEN MILE LANE,Front,41.8,1,45,>20,>20,Both,None, ,"4/19/2017, 8:00 PM",DBH at 2.5; cavity or decay,-76.70475498,39.37081123,1395803.012215346,620776.5014805943
223985,Street,Tilia americana,"linden, American",Tree Lawn,3104,SHELBURNE ROAD,Front,4.6,1,10,>20,3,None,None, ,"4/19/2017, 8:00 PM", ,-76.69799717,39.37174241,1397712.4066905081,621121.9266427606
223987,Street,Acer platanoides,"maple, Norway",Tree Lawn,3108,SHELBURNE ROAD,Front,13.7,1,40,>20,3,None,None, ,"4/19/2017, 8:00 PM", ,-76.69858424,39.37173078,1397546.4516418427,621117.1395788342
223990,Street,Acer saccharum,"maple, sugar",Tree Lawn,3218,SHELBURNE ROAD,Front,6.4,1,30,>20,4,None,None, ,"4/19/2017, 8:00 PM", ,-76.70191182,39.37168637,1396605.767171502,621097.8774782568
223992,Street,Acer platanoides,"maple, Norway",Tree Lawn,3300,SHELBURNE ROAD,Front,7,1,15,>20,4,None,None, ,"4/19/2017, 8:00 PM",frost cracking,-76.70309893,39.37165746,1396270.1950080097,621086.2521734238
223993,Street,Acer platanoides,"maple, Norway",Tree Lawn,3228,SHELBURNE ROAD,Front,16,1,40,>20,4,None,None, ,"4/19/2017, 8:00 PM",serious decline,-76.70276327,39.37165342,1396365.0950806737,621085.090758428
223994,Street,Acer saccharum,"maple, sugar",Tree Lawn,3109,SHELBURNE ROAD,Front,7.5,1,30,>20,3,None,None, ,"4/19/2017, 8:00 PM",poor root system,-76.69846558,39.37164298,1397580.1011808366,621085.2725165933
223996,Street,Acer saccharum,"maple, sugar",Tree Lawn,3117,SHELBURNE ROAD,Front,9.2,1,35,>20,3,None,None, ,"4/19/2017, 8:00 PM", ,-76.69940806,39.37162694,1397313.6735640913,621078.5491048396
223997,Street,Acer rubrum,"maple, red",Tree Lawn,3313,SHELBURNE ROAD,Front,1.2,1,12,>20,4,None,None, ,"4/19/2017, 8:00 PM", ,-76.70406328,39.37156128,1395997.6798050106,621050.334922418
223998,Street,Acer rubrum,"maple, red",Tree Lawn,3217,SHELBURNE ROAD,Front,2.2,1,12,>20,3,None,None, ,"4/19/2017, 8:00 PM",remove hardware; DBH at 3,-76.70158957,39.37160632,1396696.9651518464,621069.0172997564
223999,Street,Acer rubrum,"maple, red",Tree Lawn,3207,LABYRINTH ROAD,Front,18.8,1,40,>20,4,None,None, ,"4/19/2017, 8:00 PM", ,-76.70001985,39.37110383,1397141.342215836,620887.4454844296
224003,Street,Acer saccharinum,"maple, silver",Open/Unrestricted,3301,SHELBURNE ROAD,Side,29,>5,75,>20,>20,Both,None, ,"4/19/2017, 8:00 PM", ,-76.70293741,39.37121681,1396316.3806111664,620925.9001319259
224005,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,7401,PARK HEIGHTS AVE,Side,8.5,1,18,>20,>20,None,None, ,"4/19/2017, 8:00 PM",DBH at 4,-76.70838395,39.37155569,1394776.1930747628,621044.3683989197
224008,Street,Thuja spp.,arborvitae spp.,Open/Unrestricted,7229,PARK HEIGHTS AVE,Front,6.9,1,20,>20,>20,Both,None, ,"4/19/2017, 8:00 PM", ,-76.70827492,39.36946771,1394809.4456329197,620283.9420982599
224014,Street,Tilia americana,"linden, American",Tree Lawn,3401,SHELBURNE ROAD,Front,12.6,1,35,>20,4,None,None, ,"4/19/2017, 8:00 PM", ,-76.70557487,39.37168513,1395570.1931271702,621094.0648218393
224016,Street,Ulmus americana,"elm, American",Well/Pit,3401,SEVEN MILE LANE,Front,5,2,20,4,2,Both,None, ,"4/19/2017, 8:00 PM", ,-76.70477764,39.37048398,1395796.9918861687,620657.286495924
224025,Street,Acer rubrum,"maple, red",Tree Lawn,3208,LABYRINTH ROAD,Side,15.9,1,35,>20,3,None,None, ,"4/18/2017, 8:00 PM", ,-76.70038033,39.37076673,1397039.8322482556,620764.3236834258
224028,Street,Tilia americana,"linden, American",Tree Lawn,3101,SHELBURNE ROAD,Front,23,1,60,>20,4,None,None, ,"4/18/2017, 8:00 PM",poor root system,-76.69762761,39.37165964,1397816.9832530022,621092.1219123453
224029,Street,Prunus serrulata,"cherry, Japanese flowering",Tree Lawn,3104,SHELBURNE ROAD,Front,5,1,10,>20,3,None,None, ,"4/19/2017, 8:00 PM",poor structure,-76.69804534,39.3717459,1397698.784342423,621123.1533463448
224030,Street,Acer saccharum,"maple, sugar",Tree Lawn,3116,SHELBURNE ROAD,Front,9,1,30,>20,3,None,None, ,"4/19/2017, 8:00 PM", ,-76.69932936,39.37172263,1397335.808362335,621113.4781688452
224031,Street,Acer rubrum,"maple, red",Tree Lawn,3110,SHELBURNE ROAD,Front,9.6,1,30,>20,3,None,None, ,"4/19/2017, 8:00 PM", ,-76.69868509,39.3717331,1397517.9362789243,621117.8931862563
224043,Street,Pyrus calleryana,"pear, callery",Tree Lawn,3217,SHELBURNE ROAD,Front,8.2,1,30,>20,3,None,None, ,"4/19/2017, 8:00 PM",DBH at 3,-76.70167712,39.37160791,1396672.213560924,621069.5166425854
224048,Street,Prunus spp.,"cherry/plum, spp.",Tree Lawn,7401,PARK HEIGHTS AVE,Side,11,1,15,>20,12,None,None, ,"4/19/2017, 8:00 PM",DBH at 2,-76.70849621,39.37165203,1394744.3427447528,621079.3578302562
224057,Street,Acer rubrum,"maple, red",Tree Lawn,3409,SHELBURNE ROAD,Front,6,1,30,>20,4,None,None, ,"4/19/2017, 8:00 PM", ,-76.70644335,39.37145528,1395324.9354155958,621009.5515394211
224058,Street,Tilia americana,"linden, American",Tree Lawn,3401,SHELBURNE ROAD,Front,11.6,1,35,>20,4,None,None, ,"4/19/2017, 8:00 PM", ,-76.70547576,39.37168899,1395598.208491087,621095.5605537593
224066,Street,Ulmus americana,"elm, American",Median/Island,3506,BONFIELD ROAD,Opposite,14,1,40,>20,17,None,None, ,"4/18/2017, 8:00 PM", ,-76.70568456,39.37045186,1395540.6298660934,620644.7566653341
224070,Street,Acer rubrum,"maple, red",Tree Lawn,3209,LABYRINTH ROAD,Side,17,1,40,>20,3,None,None, ,"4/18/2017, 8:00 PM", ,-76.69991171,39.37077549,1397172.3077050894,620767.9486761689
224072,Street,Acer saccharinum,"maple, silver",Tree Lawn,3103,SHELBURNE ROAD,Front,5.2,1,40,>20,3,None,None, ,"4/18/2017, 8:00 PM", ,-76.69780088,39.37166074,1397767.997458592,621092.3614131659
224073,Street,Acer saccharum,"maple, sugar",Tree Lawn,3116,SHELBURNE ROAD,Front,9.8,1,40,>20,3,None,None, ,"4/19/2017, 8:00 PM", ,-76.6994272,39.37171565,1397308.1555305123,621110.8439877629
224074,Street,Tilia americana,"linden, American",Tree Lawn,3104,SHELBURNE ROAD,Front,3.8,1,12,>20,3,None,None, ,"4/19/2017, 8:00 PM", ,-76.69811007,39.37174939,1397680.4812294245,621124.3643019199
224076,Street,Acer rubrum,"maple, red",Tree Lawn,3110,SHELBURNE ROAD,Front,10.7,1,30,>20,3,None,None, ,"4/19/2017, 8:00 PM", ,-76.69876186,39.37172612,1397496.2411123365,621115.2786901742
224084,Street,Acer saccharum,"maple, sugar",Tree Lawn,3111,SHELBURNE ROAD,Front,4.8,1,22,>20,3,None,None, ,"4/19/2017, 8:00 PM", ,-76.69869019,39.37164078,1397516.6052448452,621084.2597233355
224090,Street,Platanus occidentalis,"sycamore, American",Open/Unrestricted,3229,SHELBURNE ROAD,Side,30,1,70,>20,>20,None,None, ,"4/19/2017, 8:00 PM", ,-76.7028087,39.37150651,1396352.4254865944,621031.5387001783
224092,Street,Pinus strobus,"pine, eastern white",Open/Unrestricted,7401,PARK HEIGHTS AVE,Side,18.5,1,25,>20,>20,Both,None, ,"4/19/2017, 8:00 PM",vines >50%,-76.7080172,39.37125537,1394880.2250189185,620935.3089057505
224101,Street,Acer rubrum,"maple, red",Tree Lawn,3409,SHELBURNE ROAD,Front,8.4,1,35,>20,5,None,None, ,"4/19/2017, 8:00 PM", ,-76.70635565,39.37149662,1395349.681757167,621024.6893044263
224102,Street,Tilia americana,"linden, American",Tree Lawn,3401,SHELBURNE ROAD,Front,13.5,1,30,>20,4,None,None, ,"4/19/2017, 8:00 PM",DBH at 1.5,-76.70525379,39.37168922,1395660.9603340924,621095.8463143408
224110,Street,Quercus palustris,"oak, pin",Median/Island,3508,BONFIELD ROAD,Opposite,14,1,40,>20,>20,None,None, ,"4/18/2017, 8:00 PM",DBH at 3',-76.70578035,39.37037144,1395513.644355759,620615.378443256
224114,Street,Acer rubrum,"maple, red",Tree Lawn,3209,LABYRINTH ROAD,Side,21.8,1,40,>20,3,None,None, ,"4/18/2017, 8:00 PM", ,-76.69955844,39.37079061,1397272.1634765118,620773.7875752598
224115,Street,Acer rubrum,"maple, red",Tree Lawn,3108,BONNIE ROAD,Front,21.5,1,40,>20,3,None,None, ,"4/18/2017, 8:00 PM", ,-76.69848611,39.3708058,1397575.3055867553,620780.3193863332
224116,Street,Acer saccharum,"maple, sugar",Tree Lawn,3100,SHELBURNE ROAD,Front,17.8,1,40,>20,3,None,None, ,"4/19/2017, 8:00 PM", ,-76.69753653,39.3717535,1397842.620340839,621126.3948096782
224120,Street,Fraxinus americana,"ash, white",Tree Lawn,3224,SHELBURNE ROAD,Front,16.9,1,60,18,4,None,None, ,"4/19/2017, 8:00 PM", ,-76.70234099,39.37166696,1396484.460327506,621090.4096454233
224125,Street,Quercus phellos,"oak, willow",Tree Lawn,3306,SHELBURNE ROAD,Front,2.3,1,10,15,4,None,None, ,"4/19/2017, 8:00 PM",codominant leaders,-76.70354316,39.37165112,1396144.6168470979,621083.5349872559
224143,Street,Sassafras albidum,sassafras,Median/Island,3508,BONFIELD ROAD,Opposite,7.4,2,35,>20,>20,None,None, ,"4/18/2017, 8:00 PM", ,-76.70576587,39.37034711,1395517.767050922,620606.528067261
224145,Street,Acer rubrum,"maple, red",Tree Lawn,3211,LABYRINTH ROAD,Side,20.4,1,40,>20,5,None,None, ,"4/18/2017, 8:00 PM", ,-76.69973918,39.37068491,1397221.1931060106,620735.1193455011
224148,Street,Acer saccharinum,"maple, silver",Tree Lawn,3210,LABYRINTH ROAD,Side,30.4,1,80,>20,3,Both,None, ,"4/18/2017, 8:00 PM", ,-76.70058104,39.37067426,1396983.2014560103,620730.4559690058
224149,Street,Acer rubrum,"maple, red",Tree Lawn,3117,BONNIE ROAD,Front,15.7,1,40,>20,3,None,None, ,"4/18/2017, 8:00 PM", ,-76.69880748,39.37070439,1397484.5734847635,620743.0812718421
224156,Street,Tilia americana,"linden, American",Tree Lawn,3201,SZOLD DR,Front,34.3,1,60,>20,3,None,None, ,"4/18/2017, 8:00 PM", ,-76.6973795,39.37154665,1397887.263296172,621051.2000781745
224165,Street,Ulmus pumila,"elm, Siberian",Open/Unrestricted,3504,SEVEN MILE LANE,Front,42,1,45,>20,>20,None,None, ,"4/18/2017, 8:00 PM",DBH estimated; vines >50%,-76.70571659,39.36903839,1395533.2368362546,620129.8859759271
224170,Street,Acer rubrum,"maple, red",Tree Lawn,3211,LABYRINTH ROAD,Side,14.4,1,30,>20,3,None,None, ,"4/18/2017, 8:00 PM", ,-76.69935319,39.37069153,1397330.3096856773,620737.8877126724
224171,Street,Sassafras albidum,sassafras,Median/Island,3508,BONFIELD ROAD,Opposite,8,1,25,>20,>20,None,None, ,"4/18/2017, 8:00 PM", ,-76.70575287,39.37033377,1395521.4573322535,620601.6835887581
224174,Street,Acer saccharinum,"maple, silver",Tree Lawn,3210,LABYRINTH ROAD,Side,19.2,1,35,>20,5,None,None, ,"4/18/2017, 8:00 PM", ,-76.70044033,39.37067279,1397022.9825444221,620730.0511141717
224176,Street,Acer rubrum,"maple, red",Planter/Restricted,3113,BONNIE ROAD,Front,25.4,1,40,>20,3,None,None, ,"4/18/2017, 8:00 PM",DBH at 3,-76.69843147,39.3707066,1397590.8731409311,620744.2351409197
224181,Street,Tilia americana,"linden, American",Tree Lawn,3205,SZOLD DR,Front,15.6,1,45,>20,3,None,None, ,"4/18/2017, 8:00 PM", ,-76.69737665,39.37130136,1397888.365984261,620961.8583933413
224187,Street,Fraxinus americana,"ash, white",Tree Lawn,3614,GLENGYLE AVE,Front,27.4,1,40,>20,3,None,None, ,"4/20/2017, 8:00 PM", ,-76.70689173,39.36651489,1395203.9520617574,619209.6604541689
224191,Street,Acer rubrum,"maple, red",Tree Lawn,3710,GLENGYLE AVE,Front,26.7,1,40,>20,3,None,None, ,"4/20/2017, 8:00 PM",frost cracking; cavity or decay,-76.70822297,39.36548156,1394828.7743344307,618832.0752513409
224192,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,3716,GLENGYLE AVE,Front,26.5,1,40,>20,3,None,None, ,"4/20/2017, 8:00 PM",included bark,-76.7085253,39.36525665,1394743.5576413423,618749.879221499
224193,Street,Fraxinus americana,"ash, white",Open/Unrestricted,3816,GLENGYLE AVE,Side,16.9,1,30,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70986256,39.36464138,1394366.1797871739,618524.5683204234
224196,Street,Fraxinus americana,"ash, white",Tree Lawn,3912,GLENGYLE AVE,Front,23.5,1,50,>20,3,None,None, ,"4/20/2017, 8:00 PM",codominant leaders; girdling roots,-76.71021528,39.36395021,1394267.253147751,618272.5005830824
224203,Street,Platanus occidentalis,"sycamore, American",Tree Lawn,7058,SURREY DR,Front,33,1,50,>20,4,None,None, ,"4/20/2017, 8:00 PM", ,-76.71023811,39.36341608,1394261.4135925025,618077.9314184189
224209,Street,Quercus acutissima,"oak, sawtooth",Tree Lawn,7022,SURREY DR,Front,18,1,50,>20,3,None,None, ,"4/20/2017, 8:00 PM", ,-76.70827084,39.36316801,1394817.9318364263,617989.3443252593
224216,Street,Tilia americana,"linden, American",Open/Unrestricted,4015,FALLSTAFF ROAD,Front,24.3,1,65,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70849634,39.36215818,1394755.347972095,617621.3217673451
224217,Street,Quercus rubra,"oak, northern red",Open/Unrestricted,4007,FALLSTAFF ROAD,Front,49.5,1,85,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70799429,39.36215479,1394897.3043810874,617620.5409290045
224218,Street,Quercus rubra,"oak, northern red",Open/Unrestricted,3911,FALLSTAFF ROAD,Front,36.2,1,60,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70642807,39.36231399,1395339.9632726759,617679.9476343393
224219,Street,Fraxinus pennsylvanica,"ash, green",Open/Unrestricted,3919,FALLSTAFF ROAD,Front,27.2,1,60,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70683624,39.36223166,1395224.6498550028,617649.5907396674
224221,Street,Thuja spp.,arborvitae spp.,Open/Unrestricted,3801,FALLSTAFF ROAD,Front,26.2,1,45,>20,>20,None,None, ,"4/20/2017, 8:00 PM",DBH at 2,-76.70490684,39.36309605,1395769.1632016748,617966.1895159185
224223,Street,Liquidambar styraciflua,"sweetgum, American",Open/Unrestricted,6810,PARK HEIGHTS AVE,Side,10.1,1,40,>20,16,None,None, ,"4/20/2017, 8:00 PM", ,-76.70334197,39.36431307,1396210.1800361723,618410.9123797566
224225,Street,Acer rubrum,"maple, red",Open/Unrestricted,3801,FALLSTAFF ROAD,Rear,23.2,1,50,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70419619,39.36213277,1395971.2330075055,617615.9759775102
224230,Street,Liriodendron tulipifera,tuliptree,Open/Unrestricted,3505,SEVEN MILE LANE,Side,43.2,1,100,>20,>20,None,None, ,"4/17/2017, 8:00 PM", ,-76.70545551,39.36883117,1395607.291150093,620054.6462970078
224231,Street,Cercis canadensis,"redbud, eastern",Open/Unrestricted,7013,WALLIS AVE,Front,1,1,10,>20,>20,Both,None, ,"4/17/2017, 8:00 PM", ,-76.70356866,39.36731593,1396142.53548643,619504.4636703432
224232,Street,Tsuga candensis,"hemlock, eastern",Open/Unrestricted,3500,FALLSTAFF ROAD,Side,9.2,1,25,>20,>20,None,None, ,"4/17/2017, 8:00 PM", ,-76.70210854,39.36591025,1396557.018253252,618993.8019620031
224233,Street,Acer tataricum ginnala,"maple, Amur",Open/Unrestricted,6901,PARK HEIGHTS AVE,Side,12,4,15,>20,>20,None,None, ,"4/17/2017, 8:00 PM", ,-76.7027208,39.36499393,1396384.9992403388,618659.4788117558
224235,Street,Fraxinus americana,"ash, white",Tree Lawn,3620,GLENGYLE AVE,Front,37.9,1,45,>20,3,None,None, ,"4/20/2017, 8:00 PM", ,-76.70712061,39.36633353,1395139.4515345842,619143.3935263455
224237,Street,Fraxinus americana,"ash, white",Tree Lawn,3628,GLENGYLE AVE,Front,35,1,50,>20,4,None,None, ,"4/20/2017, 8:00 PM", ,-76.70743292,39.36610311,1395051.421198845,619059.1807682514
224238,Street,Liriodendron tulipifera,tuliptree,Open/Unrestricted,3816,GLENGYLE AVE,Side,28.1,1,50,>20,>20,None,None, ,"4/20/2017, 8:00 PM",hollow,-76.70993774,39.36465173,1394344.9101446718,618528.2713970095
224240,Street,Fraxinus americana,"ash, white",Tree Lawn,3900,GLENGYLE AVE,Front,25.8,1,50,>20,4,None,None, ,"4/20/2017, 8:00 PM",cavity or decay; woodpecker strikes throughout,-76.70976677,39.3643029,1394393.6538135856,618401.3671232611
224241,Street,Fraxinus americana,"ash, white",Open/Unrestricted,3816,GLENGYLE AVE,Side,13.2,1,30,>20,12,None,None, ,"4/20/2017, 8:00 PM", ,-76.70962155,39.36445823,1394434.5333250016,618458.076983586
224243,Street,Fraxinus americana,"ash, white",Tree Lawn,3908,GLENGYLE AVE,Front,25.5,1,50,>20,4,None,None, ,"4/20/2017, 8:00 PM",codominant leaders; girdling roots; cavity or decay,-76.71006578,39.3640702,1394309.383969009,618316.3410465866
224252,Street,Platanus occidentalis,"sycamore, American",Tree Lawn,7034,SURREY DR,Front,37.4,1,50,>20,4,None,None, ,"4/20/2017, 8:00 PM",yard debris 3' deep on roots,-76.70902524,39.36316746,1394604.6330504268,617988.462765336
224255,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,7028,SURREY DR,Front,34.8,1,50,>20,4,None,None, ,"4/20/2017, 8:00 PM", ,-76.70859884,39.3631658,1394725.1954733431,617988.2449180037
224256,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,7002,SURREY DR,Front,36.9,1,50,>20,4,None,None, ,"4/20/2017, 8:00 PM", ,-76.70712357,39.36323802,1395142.2343374193,618015.8842984289
224262,Street,Tilia americana,"linden, American",Open/Unrestricted,4001,FALLSTAFF ROAD,Front,32.6,1,75,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70781199,39.36216594,1394948.8361021727,617624.7663142532
224263,Street,Tilia americana,"linden, American",Open/Unrestricted,4021,FALLSTAFF ROAD,Front,36.3,1,70,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70883782,39.36216355,1394658.7907505035,617622.9694018364
224264,Street,Quercus rubra,"oak, northern red",Open/Unrestricted,3917,FALLSTAFF ROAD,Front,46.5,1,70,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70675258,39.36223853,1395248.2974455059,617652.1655376703
224265,Street,Thuja spp.,arborvitae spp.,Open/Unrestricted,3801,FALLSTAFF ROAD,Front,23.6,1,45,>20,>20,None,None, ,"4/20/2017, 8:00 PM",DBH at 2,-76.7048605,39.36313629,1395782.2202621698,617980.8899458349
224266,Street,Quercus rubra,"oak, northern red",Open/Unrestricted,4013,FALLSTAFF ROAD,Front,39.3,1,90,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70835437,39.3621621,1394795.4860151708,617622.877866596
224267,Street,Liquidambar styraciflua,"sweetgum, American",Open/Unrestricted,6810,PARK HEIGHTS AVE,Side,10.1,1,40,>20,16,None,None, ,"4/20/2017, 8:00 PM", ,-76.70321006,39.36441175,1396247.3597518355,618446.9756278396
224268,Street,Quercus rubra,"oak, northern red",Open/Unrestricted,3801,FALLSTAFF ROAD,Front,1,1,6,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70504145,39.36298334,1395731.2357840836,617925.0130890906
