id,location_type,species,common_name,space_type,address,street,side,dbh,stems,height,space_length,space_width,overhead_utilities,hardscape,cultivar,date,notes,longitude,latitude,x,y
226117,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,3406,BANCROFT ROAD,Front,25.9,1,60,>20,>20,None,None, ,"4/27/2017, 8:00 PM", ,-76.69572823,39.36283502,1398364.6685093343,617879.6319462508
226118,Street,Acer platanoides,"maple, Norway",Open/Unrestricted,3414,BANCROFT ROAD,Front,10.6,1,50,>20,>20,None,None, ,"4/27/2017, 8:00 PM", ,-76.69641227,39.36266743,1398171.4631870836,617817.945389837
226119,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,3410,BANCROFT ROAD,Front,35.4,1,65,>20,>20,None,None, ,"4/27/2017, 8:00 PM", ,-76.69607524,39.3627718,1398266.6296634227,617856.280286923
226120,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,3500,BANCROFT ROAD,Front,16,1,50,>20,>20,None,None, ,"4/27/2017, 8:00 PM", ,-76.69702691,39.3623679,1397998.039649427,617708.2671315074
226121,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,3500,BANCROFT ROAD,Front,30.3,1,70,>20,7,None,None, ,"4/27/2017, 8:00 PM", ,-76.69720325,39.36220845,1397948.3724259287,617650.0251220018
226122,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,3506,BANCROFT ROAD,Front,3.6,1,20,>20,7,None,None, ,"4/27/2017, 8:00 PM", ,-76.69745947,39.36199969,1397876.1796569228,617573.7486997545
226123,Street,Taxus spp.,"yew, spp.",Open/Unrestricted,3506,BANCROFT ROAD,Front,10,2,20,>20,>20,None,None, ,"4/27/2017, 8:00 PM", ,-76.69767623,39.36187768,1397815.0377188474,617529.1018074155
226124,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,3506,BANCROFT ROAD,Front,28.8,1,70,>20,20,None,None, ,"4/27/2017, 8:00 PM",remove vines,-76.69778984,39.36178102,1397783.0312211812,617493.7882297486
226125,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,6601,PARK HEIGHTS AVE,Side,22.3,1,80,>20,20,None,None, ,"4/27/2017, 8:00 PM", ,-76.69803132,39.36160154,1397714.9686932564,617428.1902638376
226126,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,6503,PARK HEIGHTS AVE,Side,40.1,1,65,>20,7,None,None, ,"4/27/2017, 8:00 PM", ,-76.69811927,39.36137367,1397690.3778631687,617345.1100494266
226127,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,6503,PARK HEIGHTS AVE,Side,40.4,1,80,>20,>20,None,None, ,"4/27/2017, 8:00 PM",DBH at 4,-76.69779079,39.36158721,1397782.995788172,617423.1945389211
226128,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,3419,BANCROFT ROAD,Front,23,1,65,>20,7,None,None, ,"4/27/2017, 8:00 PM", ,-76.69671553,39.36240091,1398086.040129587,617720.5843640864
226129,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,3415,BANCROFT ROAD,Front,22,1,65,>20,7,None,None, ,"4/27/2017, 8:00 PM", ,-76.69626632,39.3625957,1398212.817107007,617791.955612421
226130,Street,Aesculus x carnea,"horsechestnut, red",Open/Unrestricted,3501,BANCROFT ROAD,Front,1.9,1,10,>20,>20,None,None,Briottii,"4/27/2017, 8:00 PM",DBH at 3,-76.69714003,39.36207712,1397966.4071667641,617602.249627009
226131,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,3403,BANCROFT ROAD,Front,25.1,1,65,>20,7,None,None, ,"4/27/2017, 8:00 PM", ,-76.69560747,39.36273388,1398398.9348450005,617842.9095787555
226132,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,6503,PARK HEIGHTS AVE,Side,32.6,1,80,>20,>20,None,None, ,"4/27/2017, 8:00 PM", ,-76.6975322,39.3617842,1397855.8755636811,617495.1898017526
226134,Street,Cladrastis kentukea,yellowwood,Tree Lawn,3501,BANCROFT ROAD,Front,1.7,1,10,>20,7,None,None, ,"4/27/2017, 8:00 PM",DBH at 4,-76.69697413,39.36224912,1398013.1068765074,617665.054619506
226135,Street,Carya glabra,"hickory, pignut",Open/Unrestricted,3301,BANCROFT ROAD,Front,15.4,1,70,>20,>20,None,None, ,"4/27/2017, 8:00 PM",hybridized,-76.69380444,39.36356338,1398907.7192605138,618146.7475537509
226136,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,3419,BANCROFT ROAD,Front,20.3,1,50,>20,>20,None,None, ,"4/27/2017, 8:00 PM", ,-76.69647262,39.36248434,1398154.6203730106,617751.2001165003
226137,Street,Magnolia x soulangiana,"magnolia, saucer",Tree Lawn,3301,BANCROFT ROAD,Front,11,2,28,20,6,None,None, ,"4/27/2017, 8:00 PM", ,-76.69370366,39.36372729,1398936.012511,618206.5463186651
226138,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,3415,BANCROFT ROAD,Front,30.3,1,65,>20,>20,None,None, ,"4/27/2017, 8:00 PM",remove vines,-76.69601913,39.36263282,1398282.6627678424,617805.7088657618
226139,Street,Lagerstroemia indica,"crapemyrtle, common",Open/Unrestricted,3215,BANCROFT ROAD,Front,2,>5,10,>20,>20,None,None, ,"4/27/2017, 8:00 PM", ,-76.69344649,39.36400623,1399008.3831011802,618308.3928997517
226140,Street,Fraxinus pennsylvanica,"ash, green",Tree Lawn,3403,BANCROFT ROAD,Front,24,1,60,>20,7,None,None, ,"4/27/2017, 8:00 PM",crotch decay,-76.69529802,39.36278754,1398486.367084846,617862.7458251715
226141,Street,Magnolia x soulangiana,"magnolia, saucer",Tree Lawn,3215,BANCROFT ROAD,Front,10,2,30,>20,6,None,None, ,"4/27/2017, 8:00 PM",DBH at 2 and 3.5,-76.69360051,39.36385188,1398965.0255763382,618252.0239180028
226142,Street,Ulmus americana,"elm, American",Open/Unrestricted,3307,BANCROFT ROAD,Front,42.7,1,95,>20,>20,None,None, ,"4/27/2017, 8:00 PM",cabling system installed,-76.69409013,39.36329362,1398827.2722429186,618048.2201917619
226143,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,3211,BANCROFT ROAD,Front,27.8,1,55,>20,6,None,None, ,"4/27/2017, 8:00 PM", ,-76.69320501,39.3644704,1399076.0916271806,618477.6907895058
226144,Street,Magnolia x soulangiana,"magnolia, saucer",Tree Lawn,3301,BANCROFT ROAD,Front,4.2,1,20,>20,5,None,None, ,"4/27/2017, 8:00 PM", ,-76.69381204,39.36360895,1398905.513228178,618163.3393840939
226145,Street,Pinus mugo,"pine, mugo",Open/Unrestricted,3207,BANCROFT ROAD,Front,6,1,6,>20,>20,None,None, ,"4/27/2017, 8:00 PM",DBH estimated at 1.5,-76.69297066,39.36491252,1399141.8099996746,618638.9493252486
226152,Street,Quercus palustris,"oak, pin",Tree Lawn,3407,PARKINGTON AVE,Front,40,1,75,>20,4,None,None, ,"4/28/2017, 8:00 PM", ,-76.68778703,39.35889864,1400614.8989170045,616453.4323708415
226161,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,3312,MENLO DR,Front,12.6,1,35,>20,4,None,None, ,"4/28/2017, 8:00 PM", ,-76.68628331,39.35881343,1401040.1959666759,616423.8536898345
226163,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,3414,MENLO DR,Front,20.8,1,45,>20,4,None,None, ,"4/28/2017, 8:00 PM", ,-76.68783544,39.35798523,1400602.3490733355,616120.6873014271
226164,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,3313,MENLO DR,Front,18.4,1,50,18,4,None,None, ,"4/28/2017, 8:00 PM", ,-76.68621122,39.35877281,1401060.6326055974,616409.1309502572
226168,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,5914,HIGHGATE DR,Front,24.9,1,60,>20,3,None,None, ,"4/28/2017, 8:00 PM", ,-76.68502472,39.35930795,1401395.4534582645,616605.2047050893
226169,Street,Pyrus calleryana,"pear, callery",Tree Lawn,5906,HIGHGATE DR,Front,15.7,1,25,>20,3,None,None, ,"4/28/2017, 8:00 PM", ,-76.68460208,39.35884849,1401515.5378637612,616438.2637660056
226170,Street,Acer rubrum,"maple, red",Tree Lawn,3302,DEVONSHIRE DR,Front,9.7,1,20,>20,3,None,None, ,"4/28/2017, 8:00 PM", ,-76.68496359,39.35857853,1401413.656505838,616339.5812205821
226172,Street,Morus alba,"mulberry, white",Open/Unrestricted,3316,DEVONSHIRE DR,Side,1,2,12,>20,>20,Communication,None, ,"4/28/2017, 8:00 PM", ,-76.6863159,39.35823292,1401031.7074665874,616212.3783910125
226174,Street,Acer platanoides,"maple, Norway",Tree Lawn,3414,DEVONSHIRE DR,Side,21,1,50,>20,4,None,None, ,"4/28/2017, 8:00 PM", ,-76.6874921,39.35739595,1400700.167447254,615906.3826119155
226175,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,3408,DEVONSHIRE DR,Front,29.8,1,65,>20,3,None,None, ,"4/28/2017, 8:00 PM", ,-76.68681851,39.35760221,1400890.3757282645,615982.1616598368
226176,Street,Liriodendron tulipifera,tuliptree,Open/Unrestricted,5932,CROSS COUNTRY BLVD,Side,12.2,1,45,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.68273094,39.3616256,1402041.1043979228,617451.6282090843
226178,Street,Prunus spp.,"cherry/plum, spp.",Tree Lawn,5928,CROSS COUNTRY BLVD,Front,6.5,1,14,>20,3,None,None, ,"4/28/2017, 8:00 PM",DBH at 2,-76.68199319,39.36198039,1402249.2535879165,617581.5803770125
226179,Street,Acer negundo,boxelder,Tree Lawn,5934,CROSS COUNTRY BLVD,Front,26.2,1,38,>20,20,Both,None, ,"4/28/2017, 8:00 PM",large leader or limb decay; DBH at 2,-76.6830339,39.36202939,1401954.93167001,617598.4061307609
226182,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,2703,GLEN AVE,Opposite,24.3,1,40,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH at 3,-76.67652592,39.36227215,1403794.730155751,617693.2815971673
226183,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,2627,CROSS COUNTRY BLVD,Opposite,21.2,1,35,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.67569943,39.36256813,1404028.0338230133,617801.9175347537
226184,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,2800,GLEN AVE,Opposite,24.5,1,35,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.67854525,39.36156062,1403224.6873325855,617432.0980644226
226185,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,2715,GLEN AVE,Opposite,28.8,1,35,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH at 3,-76.67773904,39.36183798,1403452.2849745005,617533.9269290119
226186,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,5916,CROSS COUNTRY BLVD,Opposite,14.5,1,28,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.68087767,39.36197715,1402564.6666710079,617581.5003246665
226188,Street,Tilia cordata,"linden, littleleaf",Open/Unrestricted,5904,CROSS COUNTRY BLVD,Opposite,11,1,30,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.67957329,39.36159198,1402933.9697381705,617442.499618426
226190,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,5924,CROSS COUNTRY BLVD,Opposite,25.7,1,40,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH at 2,-76.68160148,39.36205261,1402359.9147839248,617608.2732370049
226195,Street,Quercus palustris,"oak, pin",Tree Lawn,3307,PARKINGTON AVE,Front,29.9,1,55,>20,4,None,None, ,"4/28/2017, 8:00 PM",poor root system,-76.68650578,39.35957712,1400976.3358581811,616701.8019528389
226198,Street,Ulmus rubra,"elm, slippery",Tree Lawn,3302,MENLO DR,Front,20,1,60,>20,4,None,None, ,"4/28/2017, 8:00 PM",large leader or limb decay,-76.68554999,39.35920602,1401247.0567734241,616567.5653446764
226202,Street,Morus alba,"mulberry, white",Open/Unrestricted,3316,MENLO DR,Side,12.2,1,22,>20,>20,Both,None, ,"4/28/2017, 8:00 PM",vines >50%,-76.68690746,39.35890978,1400863.5923172534,616458.3447625935
226203,Street,Fraxinus americana,"ash, white",Open/Unrestricted,3316,MENLO DR,Front,24.8,1,50,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.68651608,39.35870672,1400974.5120429248,616384.7599360049
226204,Street,Ficus carica,"fig, common",Tree Lawn,3411,MENLO DR,Front,1,>5,5,>20,3,None,None, ,"4/28/2017, 8:00 PM", ,-76.68758722,39.35804655,1400672.4588412642,616143.2620594203
226206,Street,Morus alba,"mulberry, white",Open/Unrestricted,3311,MENLO DR,Front,5,4,15,>20,3,None,None, ,"4/28/2017, 8:00 PM",poor location,-76.68604746,39.35884369,1401106.8490485847,616435.1053077579
226208,Street,Ulmus americana,"elm, American",Tree Lawn,3303,MENLO DR,Front,35.7,1,65,>20,4,None,None, ,"4/28/2017, 8:00 PM", ,-76.68553145,39.35913833,1401252.3835344166,616542.9285829216
226209,Street,Acer rubrum,"maple, red",Tree Lawn,3302,DEVONSHIRE DR,Front,12.6,1,28,5,3,None,None, ,"4/28/2017, 8:00 PM", ,-76.68501199,39.35855225,1401400.002005592,616329.9621453434
226211,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,3404,DEVONSHIRE DR,Front,38.6,1,70,>20,5,None,None, ,"4/28/2017, 8:00 PM",vines >50%,-76.68656206,39.35773679,1400962.724008754,616031.4312463403
226212,Street,Zelkova serrata,"zelkova, Japanese",Tree Lawn,3414,DEVONSHIRE DR,Side,4.8,1,22,>20,4,None,None, ,"4/28/2017, 8:00 PM", ,-76.68759715,39.35751541,1400670.3128481805,615949.7906615883
226214,Street,Fraxinus pennsylvanica,"ash, green",Tree Lawn,5938,CROSS COUNTRY BLVD,Front,22,3,35,>20,12,Both,None, ,"4/28/2017, 8:00 PM",serious decline,-76.68346363,39.36201175,1401833.450613752,617591.558703512
226216,Street,Fraxinus americana,"ash, white",Tree Lawn,5916,CROSS COUNTRY BLVD,Front,36.7,1,70,>20,3,None,None, ,"4/28/2017, 8:00 PM", ,-76.68113754,39.36188238,1402491.3095342517,617546.7264440954
226219,Street,Fraxinus pennsylvanica,"ash, green",Open/Unrestricted,5932,CROSS COUNTRY BLVD,Side,12.8,1,38,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.68273728,39.3615766,1402039.3740864247,617433.7729298323
226221,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,2709,GLEN AVE,Opposite,27.7,1,42,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.67693663,39.36212416,1403678.7943640053,617638.966745168
226222,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,2800,GLEN AVE,Opposite,15.6,1,22,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.67881145,39.36150867,1403149.48603943,617412.9130634218
226224,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,5922,CROSS COUNTRY BLVD,Opposite,24.5,1,45,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.68113373,39.36200949,1402492.225214839,617593.0278606713
226225,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,2629,CROSS COUNTRY BLVD,Opposite,19.9,1,40,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH at 2,-76.67590479,39.36249658,1403970.0631384254,617775.6518392563
226226,Street,Fraxinus pennsylvanica,"ash, green",Tree Lawn,3415,PARKINGTON AVE,Side,28.1,1,70,>20,5,Both,None, ,"4/28/2017, 8:00 PM",large leader or limb decay,-76.68823814,39.35823369,1400488.169183597,616210.7970293462
226227,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,2719,GLEN AVE,Opposite,24.8,1,35,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.67812186,39.36169979,1403344.220558092,617483.2111511678
226229,Street,Acer saccharinum,"maple, silver",Open/Unrestricted,5904,CROSS COUNTRY BLVD,Opposite,15.2,1,35,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH at 1.5,-76.67966075,39.3616253,1402909.196165681,617454.550119251
226231,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,5926,CROSS COUNTRY BLVD,Opposite,20.4,1,32,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.68181317,39.36208398,1402300.0195625126,617619.4877815098
226238,Street,Acer saccharinum,"maple, silver",Tree Lawn,3412,MENLO DR,Front,37.6,1,50,>20,4,None,None, ,"4/28/2017, 8:00 PM", ,-76.68771081,39.35805929,1400637.4956565946,616147.7833758444
226241,Street,Acer saccharinum,"maple, silver",Tree Lawn,3401,MENLO DR,Front,25,3,45,18,3,None,None, ,"4/28/2017, 8:00 PM", ,-76.68682815,39.3584487,1400886.592927426,616290.4779723436
226244,Street,Pyrus calleryana,"pear, callery",Tree Lawn,5914,HIGHGATE DR,Front,17.4,1,35,>20,3,None,None, ,"4/28/2017, 8:00 PM",DBH at 2,-76.6850618,39.35935096,1401384.9150935113,616620.8313142508
226247,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,3309,MENLO DR,Front,34.4,1,70,18,4,None,None, ,"4/28/2017, 8:00 PM", ,-76.68591356,39.3589289,1401144.6015977561,616466.2715840042
226257,Street,Carpinus caroliniana,"hornbeam, American",Tree Lawn,3414,DEVONSHIRE DR,Side,4,1,15,>20,4,None,None, ,"4/28/2017, 8:00 PM", ,-76.68742103,39.3573195,1400720.3580236733,615878.6054365039
226259,Street,Fraxinus pennsylvanica,"ash, green",Open/Unrestricted,5932,CROSS COUNTRY BLVD,Side,8.5,1,24,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.68273094,39.3615864,1402041.153938502,617437.3487100899
226260,Street,Prunus spp.,"cherry/plum, spp.",Tree Lawn,5928,CROSS COUNTRY BLVD,Front,4.2,1,12,>20,3,None,None, ,"4/28/2017, 8:00 PM",DBH at 2,-76.68204769,39.36197843,1402233.8441699296,617580.8126620054
226261,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,2713,GLEN AVE,Opposite,22.6,1,38,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH at 3,-76.67735748,39.36197421,1403559.9934205115,617583.9281413406
226263,Street,Acer platanoides,"maple, Norway",Open/Unrestricted,2800,GLEN AVE,Opposite,13.7,1,30,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.67899779,39.36150965,1403096.7971684188,617413.0846510082
226264,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,2701,GLEN AVE,Opposite,29,1,45,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH at 2,-76.67630663,39.36234957,1403856.6358718425,617721.7024720907
226265,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,5924,CROSS COUNTRY BLVD,Opposite,20.8,1,35,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.68137204,39.36202419,1402424.8241029233,617598.147273004
226266,Street,Tilia cordata,"linden, littleleaf",Open/Unrestricted,5910,CROSS COUNTRY BLVD,Opposite,7,2,18,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.68042893,39.36191344,1402691.627375096,617558.7408557534
226267,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,2721,GLEN AVE,Opposite,22.5,1,35,>20,>20,Electric,None, ,"4/28/2017, 8:00 PM", ,-76.67832468,39.36162922,1403286.9641109258,617457.3063473403
226299,Street,Pyrus calleryana,"pear, callery",Tree Lawn,6303,WINNER AVE,Front,11.1,1,30,>20,5,None,None, ,"4/28/2017, 8:00 PM", ,-76.69133029,39.36335003,1399607.5265879184,618071.3937018365
226301,Street,Prunus spp.,"cherry/plum, spp.",Tree Lawn,6309,WINNER AVE,Front,7.4,1,15,>20,4,None,None, ,"4/28/2017, 8:00 PM",DBH at 3.5,-76.69185175,39.36362824,1399459.7437470108,618172.2307704985
226303,Street,Pyrus calleryana,"pear, callery",Open/Unrestricted,6312,WINNER AVE,Front,12,1,40,>20,>20,Both,None, ,"4/28/2017, 8:00 PM",DBH estimated at 2; suckers,-76.69182846,39.36349042,1399466.4989828467,618122.0540335923
226306,Street,Acer palmatum,"maple, Japanese",Tree Lawn,6311,PEARCE AVE,Front,2.7,1,8,>20,3,None,None, ,"4/28/2017, 8:00 PM", ,-76.69251298,39.36248893,1399274.1867034286,617756.6190689206
226307,Street,Pinus strobus,"pine, eastern white",Open/Unrestricted,6317,PEARCE AVE,Front,19,1,55,>20,15,None,None, ,"4/28/2017, 8:00 PM", ,-76.69293652,39.36273039,1399154.1357624233,617844.16580984
226309,Street,Morus alba,"mulberry, white",Open/Unrestricted,3300,W STRATHMORE AVE,Side,10,>5,20,>20,>20,Both,None, ,"4/28/2017, 8:00 PM",DBH at 4; poor structure,-76.69212556,39.36215283,1399384.1398955882,617634.567475751
226310,Street,Platycladus orientalis,"arborvitae, Oriental",Open/Unrestricted,3207,W STRATHMORE AVE,Front,8,>5,20,>20,>20,Both,None, ,"4/28/2017, 8:00 PM",DBH estimated at 1,-76.69112351,39.36245695,1399667.0927417576,617746.2988795936
226312,Street,Tilia tomentosa,"linden, silver",Open/Unrestricted,6310,WIRT AVE,Front,43.7,1,30,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH at 3; topped,-76.69377025,39.3615184,1398919.8832781762,617401.9199751765
226313,Street,Styphnolobium japonicum,Japanese pagodatree,Open/Unrestricted,3111,W STRATHMORE AVE,Front,1.8,1,9,>20,>20,None,None, ,"4/28/2017, 8:00 PM",poor location,-76.69037909,39.36330758,1399876.5208005905,618056.8432060033
226314,Street,Acer platanoides,"maple, Norway",Open/Unrestricted,3400,W STRATHMORE AVE,Side,30,1,55,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH at 3; large limb decay; poison ivy,-76.69273635,39.36097666,1399212.883020252,617205.580144763
226318,Street,Acer platanoides,"maple, Norway",Open/Unrestricted,6317,PARK HEIGHTS AVE,Rear,18,1,50,>20,>20,None,None, ,"4/28/2017, 8:00 PM",poor structure,-76.69481557,39.36059528,1398625.4458749294,617064.6965682507
226319,Street,Fraxinus americana,"ash, white",Open/Unrestricted,6317,PARK HEIGHTS AVE,Front,15.2,1,35,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH at 4,-76.69626692,39.36001628,1398215.77248168,616852.4325570911
226320,Street,Fraxinus americana,"ash, white",Open/Unrestricted,6305,PARK HEIGHTS AVE,Front,8.4,1,20,>20,>20,None,None, ,"4/28/2017, 8:00 PM",suspect EAB,-76.69504802,39.35936624,1398561.2153603435,616616.8129495829
226322,Street,Zelkova serrata,"zelkova, Japanese",Tree Lawn,6205,PARK HEIGHTS AVE,Front,18.4,1,35,>20,9,None,None, ,"4/28/2017, 8:00 PM",DBH at 4,-76.69331875,39.35844762,1399051.3029628396,616283.8533136696
226323,Street,Zelkova serrata,"zelkova, Japanese",Tree Lawn,6201,PARK HEIGHTS AVE,Front,22.1,1,40,>20,9,None,None, ,"4/28/2017, 8:00 PM",DBH at 4,-76.69291755,39.35823481,1399165.0084440857,616206.7219062597
226326,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,6203,WALLIS AVE,Front,36.1,1,75,>20,15,None,None, ,"4/28/2017, 8:00 PM", ,-76.69250922,39.35952286,1399278.8891218454,616676.2675550878
226327,Street,Acer platanoides,"maple, Norway",Tree Lawn,6209,WALLIS AVE,Front,13.6,1,35,>20,5,None,None, ,"4/28/2017, 8:00 PM",DBH at 4,-76.69313954,39.35982682,1399100.288101092,616786.379539594
226329,Street,Tilia tomentosa,"linden, silver",Open/Unrestricted,6309,WIRT AVE,Front,38.5,1,40,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH at 2.5; topped,-76.69373469,39.36166328,1398929.7621954232,617454.7259719223
226331,Street,Quercus rubra,"oak, northern red",Open/Unrestricted,3401,BANCROFT ROAD,Side,4,1,40,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH at 4,-76.69473057,39.36242173,1398647.25587067,617730.0393976718
226332,Street,Pinus strobus,"pine, eastern white",Open/Unrestricted,6320,WIRT AVE,Front,27.2,1,80,>20,>20,None,None, ,"4/28/2017, 8:00 PM",leaning,-76.69467495,39.36223356,1398663.210563168,617661.5523299277
226333,Street,Liriodendron tulipifera,tuliptree,Open/Unrestricted,6318,WIRT AVE,Front,43,2,100,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH estimated; included bark,-76.69439021,39.36185574,1398744.1805455834,617524.2068040818
226335,Street,Acer saccharinum,"maple, silver",Tree Lawn,6105,WESTERN RUN DR,Front,16.1,1,50,>20,4,None,None, ,"4/28/2017, 8:00 PM", ,-76.68693082,39.36287523,1400852.0332852602,617902.6916114241
226336,Street,Acer platanoides,"maple, Norway",Tree Lawn,6101,WESTERN RUN DR,Front,22.3,1,50,15,4,None,None, ,"4/28/2017, 8:00 PM", ,-76.68648826,39.36272639,1400977.3502918333,617848.9056297541
226339,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,6100,CROSS COUNTRY BLVD,Opposite,25,1,50,>20,15,None,None, ,"4/28/2017, 8:00 PM", ,-76.6875312,39.36273705,1400682.452587679,617851.7766870111
226340,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,6100,CROSS COUNTRY BLVD,Opposite,20.9,1,45,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.68840966,39.36304576,1400433.6886495054,617963.3745609224
226342,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,6214,CROSS COUNTRY BLVD,Opposite,24.3,1,45,>20,20,None,None, ,"4/28/2017, 8:00 PM", ,-76.68971238,39.36385357,1400064.3537582606,618256.3536337614
226343,Street,Fraxinus americana,"ash, white",Tree Lawn,3106,W STRATHMORE AVE,Side,12,1,25,>20,5,None,None, ,"4/28/2017, 8:00 PM", ,-76.6910812,39.36321882,1399678.115685597,618023.842287749
226346,Street,Prunus spp.,"cherry/plum, spp.",Tree Lawn,6309,WINNER AVE,Front,7.9,1,15,>20,4,None,None, ,"4/28/2017, 8:00 PM",DBH at 3.5,-76.69193447,39.36367381,1399436.3015366793,618188.7510786653
226349,Street,Juniperus chinensis,"juniper, Chinese",Open/Unrestricted,3210,W STRATHMORE AVE,Side,11.1,1,25,>20,20,None,None, ,"4/28/2017, 8:00 PM",behind fence,-76.69178758,39.36212839,1399479.7325521708,617625.987768501
226354,Street,Fraxinus pennsylvanica,"ash, green",Open/Unrestricted,3308,W STRATHMORE AVE,Front,36.6,1,100,20,20,None,None, ,"4/28/2017, 8:00 PM", ,-76.6922387,39.36140013,1399353.075653255,617360.2989954203
226355,Street,Acer platanoides,"maple, Norway",Open/Unrestricted,3311,W STRATHMORE AVE,Front,28.5,1,65,>20,>20,Communication,None, ,"4/28/2017, 8:00 PM",remove vines,-76.6923775,39.36100945,1399314.3080142587,617217.8645690084
226357,Street,Zelkova serrata,"zelkova, Japanese",Open/Unrestricted,6214,CROSS COUNTRY BLVD,Side,13.4,1,25,>20,>20,None,None, ,"4/28/2017, 8:00 PM", ,-76.68994129,39.36380336,1399999.693454504,618237.845796749
226364,Street,Fraxinus americana,"ash, white",Open/Unrestricted,6303,PARK HEIGHTS AVE,Front,6,1,20,>20,>20,None,None, ,"4/28/2017, 8:00 PM",suspect EAB,-76.69476993,39.35922107,1398640.0226174295,616564.1965849996
226365,Street,Fraxinus americana,"ash, white",Open/Unrestricted,6307,PARK HEIGHTS AVE,Front,9.4,1,20,>20,>20,None,None, ,"4/28/2017, 8:00 PM",DBH at 2.5; suspect EAB,-76.69513548,39.35941366,1398536.4260398448,616633.9999230951
